2.18349118e-11,-1.18894418e-06,0.0405138739,-2.62375419e-06
2.21434402e-11,-8.70084506e-07,0.0607364223,-3.85548129e-06
3.42937309e-11,-1.38848495e-06,0.0659757887,-5.90326489e-06
3.68114585e-11,-1.38232361e-06,0.0541376651,-5.97312837e-06
3.86883586e-11,-1.41453254e-06,0.0555058655,-5.40940549e-06
2.52856294e-11,-6.25004498e-07,0.036532355,-5.82735677e-06
4.15054241e-11,-1.26727279e-06,0.0655594879,-8.0484238e-06
4.89551979e-11,-1.60044662e-06,0.0738949983,-9.25334341e-06
6.35103406e-11,-2.26336526e-06,0.0900058533,-1.11938491e-05
8.03842075e-11,-3.1718099e-06,0.104439561,-1.28308307e-05
8.96834479e-11,-3.69950095e-06,0.107136907,-1.50545746e-05
9.5657246e-11,-3.9168576e-06,0.108389267,-1.38437806e-05
9.62493176e-11,-3.84635797e-06,0.110539555,-1.39683482e-05
9.81025212e-11,-3.81890879e-06,0.111634929,-1.62211299e-05
1.09642759e-10,-4.30291353e-06,0.132081131,-1.68508244e-05
1.17536501e-10,-4.59947562e-06,0.148262547,-1.61021991e-05
1.23599784e-10,-4.75121532e-06,0.169671885,-1.65139612e-05
1.33540327e-10,-5.13033397e-06,0.180865871,-1.54397293e-05
1.43820126e-10,-5.68074388e-06,0.189779313,-1.56375963e-05
1.50649485e-10,-6.19047083e-06,0.210916648,-1.70770746e-05
1.43379583e-10,-5.79293959e-06,0.20636695,-1.57987288e-05
1.5428414e-10,-6.3746667e-06,0.228153621,-1.7788939e-05
1.60308877e-10,-6.60868891e-06,0.234643039,-1.67810429e-05
1.6140633e-10,-6.70451868e-06,0.230916975,-1.61826598e-05
1.62407336e-10,-6.71627513e-06,0.240692852,-1.56456363e-05
1.72598297e-10,-7.28747624e-06,0.240566225,-1.60691635e-05
1.71760758e-10,-7.22979734e-06,0.245111619,-1.60543339e-05
